                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.66066,                0.40965,                0.80046,                0.97359,                0.96645,                0.98573,                0.78421,                0.67669,                0.37934,                0.79665,              0.0004065,              0.0004065,              0.0004065
